,Lokacija:,Transakcija:,Vrsta nekretnine:,Ukupan broj soba:,Toaleti:,Ukupno katova:,Cijena:,Površina:,Okućnica:,Godina izgradnje:,Nekretnina (stanje):,Stil gradnje:,Razred energetske učinkovitosti:,Lift:,Pristup invalidima:,Nekretnina se prodaje/iznajmljuje:,Visina plafona:,Namjena poslovnog prostora:,P.P. sa izlogom:,Pristup kamionima/šleperima:,Struja:,Parking:,Parking (broj):,Natkriveni parking:,Povlašteni parking:,Garaža:,Pogled na more:,Pogled na:,Udaljenost od mora:,Ključ u agenciji:,naziv,opis,dodatne_oznake,Spavaće sobe:,Kupaonice:,Površina okućnice:,Površina balkona/lođe/terase:,Roštilj:,Dimnjak:,Bazen:,Vrt:,Vrsta kuće/vikendice:,Tlocrtna površina nekretnine:,Mogućnost zamjene:,Namjena terena:,Površina građevinskog dijela:,Površina negrađevinskog dijela:,Instalacije struje:,Instalacije vode:,Pod: parket/laminat/pločice:,Pripojene prostorije:,Fasada:,Krov:,Struja-zakupljena snaga:,Vanjska stolarija:,Unutarnja stolarija:,Kupaonica/ kuhinja:
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/istra-banjole-gradevinsko-zemljiste-t1t2t3-namjene-uz-more,"Banjole, Medulin",Za prodaju,Građevinsko zemljište,,,,600.000 € (4.455.494 kn),4.608 ,,,,,,,,,,,,,,,,,,,da,,1. red,,"ISTRA, BANJOLE GRAĐEVINSKO ZEMLJIŠTE T1,T2,T3 NAMJENE UZ MORE (ID: 300041072-10)","
                        Prodaje se građevinsko zemljište u Banjolama ukupne površine od 4608 uz more.
Parcele se nalaze unutar građevinskog područja ugostiteljsko turističke namjene-T1,T2,T3.
Mogućnost kupnje okolnih parcela od 7388 što bi sveukupno iznosilo 11996.
Parcele imaju pristupni put a infrastruktura je do parcele.                    ","['Voda', 'Struja', 'otvoren pogled', 'Pogled - prekrasan!', 'Sjever', 'Zapad', 'U mirnoj ulici', 'U blizini mora/plaže', 'U blizini parka/šume']",,,,,,,,,,,,Građevinsko,4608 ,0.00 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/poslovni-prostor/poslovni-prostor-u-zagrebu-tresnjevka,"Trešnjevka, Trešnjevka - Sjever",Za prodaju,Poslovni prostor,,,,52.000 € 45.000 € (334.162 kn),"33,12 ",,2000 god.,dovršena,klasičan,D,ne,da,nenamještena,,sve djelatnosti,da,da,monofazna,da,2,ne,ne,ne,ne,,više od 1km,,Poslovni prostor u Zagrebu-Trešnjevka (ID: 300041066-102),"
                        Prodaje se poslovni prostor u Zagrebu na Trešnjevci veličine 33,12 . Prostor se nalazi u suterenu poslovne zgrade.
Registriran je za sve djelatnosti.
Postoji mogućnost zamjene za stan u Puli.                    ","['Klasično', 'Struja', 'djelomično otvoren pogled', 'Jug', 'Istok', 'U blizini centra', 'U blizini trgovine', 'U blizini bolnice', 'U blizini crkve']",,,,20 ,,,,,,,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/poslovni-prostor/poslovni-prostor-u-splitu-na-odlicnoj-lokaciji,"Gripe, Split",Za prodaju,Poslovni prostor,5,1,,1.080.000 € (8.019.889 kn),"1.273,56 ",,2000 god.,dovršena,klasičan,U izradi,ne,da,namještaj po dogovoru,,trgovina,ne,da,monofazna,da,,ne,ne,ne,ne,,više od 1km,,Poslovni prostor u Splitu na odličnoj lokaciji (ID: 300041066-101),"
                        Poslovni prostor na odličnoj lokaciji veličine 1273,56 sastoji se od prodajnog prostora, uredskog prostora, skladišta, čajne kuhinje i ostave.
","['Kuhinja', 'Spremište', 'Klasično', 'Klima uređaj', 'Struja', 'nema otvoren pogled', 'Jug', 'Zapad', 'Centar', 'U blizini javnog prijevoza', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini bolnice']",,,,,,,,,,,,,,,,,,skladište,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/sisan-gradevinsko-zemljiste-sa-objektom,"Šišan, Ližnjan",Za prodaju,Građevinsko zemljište,,,,160.000 € (1.188.132 kn),1.702 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,"Šišan, građevinsko zemljište sa objektom (ID: 300041066-100)","
                        Zemljište veličine 1702 nalazi se u mjestu Šišan u mirnoj ulici. Na parceli se nalazi objekt stambene namjene na dvije etaže.
Parcela je građevinska i nalazi se u građevinskom dijelu unutar građevinske zone.                    ","['Voda', 'Struja', 'djelomično otvoren pogled', 'Sjever', 'Istok', 'Predgrađe', 'U mirnoj ulici', 'U blizini trgovine', 'U blizini crkve', 'U blizini parka/šume']",,,,,,,,,,,,Stambena,1702 ,00 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/istra-valbandon-gradevinsko-zemljiste-na-odlicnoj-lokaciji,"Valbandon, Fažana",Za prodaju,Građevinsko zemljište,,,,115.000 € (853.970 kn),923 ,,,,,,,,,,,,,,,,,,,ne,,300-500m,,"ISTRA, VALBANDON, GRAĐEVINSKO ZEMLJIŠTE NA ODLIČNOJ LOKACIJI (ID: 300041026-741)","
                        Prodaje se građevinsko zemljište od 923  koje se nalazi u Maloj Vali u Valbandonu.
Zbog lokacije idealna je za gradnju apartmana s poslovnim prostorom u prizemlju.
Parcela ima pristupni put i s Fažanske ceste. Iinfrastruktura se nalazi na parceli.
Postoji lokacijska informacija za navedenu parcelu.                    ","['Telefon', 'Voda', 'Struja', 'Kanalizacija', 'otvoren pogled', 'Sjever', 'Istok', 'U blizini centra', 'U blizini glavne ceste / autoputa', 'U blizini mora/plaže']",,,,,,,,,,,,Građevinsko,923 ,0.00 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/vodnjan-gradevinsko-zemljiste-sa-projektom-na-odlicnoj-lokaciji,Vodnjan,Za prodaju,Građevinsko zemljište,,,,110.000 € (816.841 kn),1.192 ,,,,,,,,,,,,,,,,,,,da,,više od 1km,,"Vodnjan, građevinsko zemljište sa projektom na odličnoj lokaciji (ID: 300041066-99)","
                        Zemljište se nalazi do asfaltirane ceste u izgrađenom dijelu. U blizini se nalazi škola, vrtić, park, trgovina, benzinska pumpa, autobusna stanica.
Parcela je veličine 1192. Postoji dozvola ali je istekla. 
Napravljen je projekt za kuću sa bazenom koja bi bila idealna investicija za iznajmljivanje tokom sezone ili cijele godine.
Plaćene su komunalije koje nisu uračunate u cijenu a iznose 160 000 kuna i prodavatelj na cijenu zemljišta traži još dodatno za komunalije.
","['Voda', 'Struja', 'djelomično otvoren pogled', 'Sjever', 'Jug', 'Zapad', 'Predgrađe', 'U blizini glavne ceste / autoputa', 'U blizini javnog prijevoza', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini crkve', 'U blizini parka/šume']",,,,,,,,,,,,stambena,00 ,1192 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/istra-okolica-cerovlja-kamena-kuca-i-stala-za-adaptaciju,"Borut, Cerovlje",Za prodaju,Kuća/Vikendica,7,,3,45.000 € (334.162 kn),350 ,nema okućnice,1850 god.,dovršena,autohtoni,Izuzeto od obveze,,da,nenamještena,,,,,,da,2,ne,,ne,ne,prirodu,više od 1km,,"ISTRA, OKOLICA CEROVLJA KAMENA KUĆA I ŠTALA  ZA ADAPTACIJU (ID: 300041059-149)","
                        Cerovlje, Borut prodaje se kamena kuća 350  sa štalom 53  za adaptaciju.                     ","['Kuhinja sa prozorom', 'nema', 'nema', 'otvoren pogled', 'Jug', 'U mirnoj ulici']",47,,,,,ima,,,dvojna,117 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/poljoprivredno-zemljiste/visnjan-poljoprivredno-zemljiste-20107-,"Bačva, Višnjan",Za prodaju,Negrađevinsko zemljište,,,,60.321 € (447.933 kn),20.107 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,"VIŠNJAN, POLJOPRIVREDNO ZEMLJIŠTE 20107  (ID: 300041059-147)","
                        Istra, okolica Višnjana, selo Ženodraga prodaje se poljoprivredno zemljište. Pravokutnog je oblika i pogodno za sadnju maslina.  Zemljište se nalaze 15 km od Poreča i na par km od istarskog ipsilona.                    ","['otvoren pogled', 'Zapad', 'Na osami', 'U blizini glavne ceste / autoputa']",,,,,,,,,,,,Poljoprivredna,000 ,20107 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/gradevinsko-zemljiste-stambene-namjene,"Škropeti, Karojba",Za prodaju,Građevinsko zemljište,,,,127.000 € (943.080 kn),3.186 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,Građevinsko zemljište stambene namjene (ID: 300041043-408),"
                        Ovo građevinsko zemljište stambene namjene nalazi se u mjestu Škropeti. Moguća kupnja i manjeg dijela zemljišta po dogovoru.                    ","['djelomično otvoren pogled', 'Jug', 'U blizini javnog prijevoza', 'U blizini trgovine']",,,,,,,,,,,,stambena,3186 ,"0,00 ",,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/pjescana-uvala-2red-do-mora-apartmanska-kuca-sa-bazenom,"Pješčana Uvala, Medulin",Za prodaju,Kuća/Vikendica,9,,3,850.000 € (6.311.949 kn),360 ,,2003 god.,dovršena,klasičan,U izradi,,uz manju adaptaciju,namještaj po dogovoru,,,,,,da,,ne,,da,da,,2. red,,"Pješčana uvala 2.red  do mora, apartmanska kuća sa bazenom (ID: 300041066-98)","
                        Kuća sa dvoetažnim stanom i tri apartmana ukupne površine 360 nalazi se u Pješčanoj uvali drugi red do mora. 
Okućnica je dovoljno velika, u dvorištu se nalazi parking za nekoliko automobila i garaža. 
U prizemlju kuće se nalazi jedan studio apartman i apartman sa jednom spavačom sobom.
Na katu se nalazi još jedan jednosobni apartman i dvoetažni stan koji se može koristiti kao dva stana jer na svakoj etaži ima kuhinja sa blagovaonicom i dnevnim boravkom, kupaonica i jedna spavača soba. Svaki apartman ima balkon a sa nekih se pruža predivan pogled na more. Bazen je na korištenje svim apartmanima a plaža je udaljena svega 200 metara.
Idealna investicija za nekog tko želi uhodani objekt, na odličnoj lokaciji koji može koristiti samo za rentu ili za rentu i cijelo-godišnje stanovanje.
Postoji mogućnost zamjene za manji samostojeći objekt uz nadoplatu.

","['Centralno', 'Struja', 'Plin', 'djelomično otvoren pogled', 'Sjever', 'Zapad', 'Istok', 'Predgrađe', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini trgovine', 'U blizini crkve', 'U blizini mora/plaže', 'U blizini parka/šume']",5,5,520 ,,,ima,,,samostojeća,150 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/pula-surida-gradevinsko-zemljiste-7854-,"Veli vrh, Pula",Za prodaju,Građevinsko zemljište,,,,196.000 € (1.455.461 kn),7.854 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,"PULA, ŠURIDA, GRAĐEVINSKO ZEMLJIŠTE 7854  (ID: 300041048-240)","
                        Građevinsko zemljište 7854  u slijepoj ulici predgrađa Pule. Zemljište je stambene namjene i pravilnog oblika. Cijelom dužinom se proteže uz pristupni put što omogučava parcelaciju na manje parcele. Struja i  voda su do parcele.                    ","['Voda', 'Struja', 'Telefon', 'djelomično otvoren pogled', 'Jug', 'Predgrađe', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini parka/šume']",,,,,,,,,,,,Stambena,7854 ,00 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/izvanredna-vila-na-osami-sa-8000-okucnice,Poreč,Za prodaju,Kuća/Vikendica,4,,2,690.000 € 490.000 € (3.638.653 kn),180 ,,2008 god.,dovršena,autohtoni,U izradi,ne,ne znam,namještena,,,,,,da,4,ne,ne,ne,ne,prirodu,više od 1km,Ne,Izvanredna kamena Vila na osami sa 7.000 okućnice (ID: 300391016-128),"
                        Istra,Poreč -okolica 

Ova izvanredna kamena vila se nalazi u mirnom tipičnom istarskom selu koji je udaljen svega 9km od Poreča .Izdvojena je iz naselja, na osami, na parceli površine cca 7.000 koja se prostire preko cijele padine brda. Stambena površina joj je 180 , rasprostrta na prizemlje, kat i sastoji se od dnevnog boravka i blagovaonice, kuhinje,ostave,jedne spavaće sobe koja nalazi se u prizemlju dok dvije spavaće sobe na katu, svaka s vlastitom kupaonicom.   
U prostranom dvorištu nalazi se grijani bazen površine  60   s valovima , sunčalište ,ljetna kuhinja (barbeque) ,  blagovaonskim prostorom za min. 10 osoba ,igralište za djecu te  hortikulturno obrađena zelena površina.

Ova nekretnina se prodaje potpuno namještena i opremljena kvalitetnim namještajem i tehnikom. 

Nekretnina  je idealna za  osobe željne apsolutnog mira i intime. 

","['Kupaonica sa prozorom', 'Kuhinja sa prozorom', 'Spremište', 'Balkon/lođa/terasa', 'Klasično', 'Etažno centralno', 'Klima uređaj', 'Struja', 'Drva', 'Voda', 'Struja', 'otvoren pogled', 'Pogled - prekrasan!', 'Sjever', 'Zapad', 'Na osami']",3,3,7.000 ,,,ima,,,samostojeća,100 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/garaza/garaza-20-u-centru,"Centar, Pula",Za prodaju,Garaža,,,,8.000 € (59.407 kn),20 ,,,,,,,,,,,,,,,,,,,,,,,Garaža 20 u centru  (ID: 300041070-13),"
                        Garaža 20  , na lijepoj lokaciji u urednom kvartu i dvorištu.                    ","['Centar', 'U blizini glavne ceste / autoputa', 'U blizini javnog prijevoza', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini crkve']",,,,,,,,,,,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/pula-valdebek-kuca-s-4-stambene-jedinice-i-kazunom,"Valdebek, Pula",Za prodaju,Kuća/Vikendica,10,,2,310.000 € 260.000 € (1.930.714 kn),398 ,,1986 god.,dovršena,klasičan,C,,ne,namještena,,,,,,da,,da,,da,ne,,više od 1km,Ne,"PULA, VALDEBEK Kuća s 4 stambene jedinice i kažunom (ID: 300041087-46)","
                        Pula, Valdebek  prodaje se kuća s 4 stana, garažom i kažunom u dvorištu.
U prizemlju se nalazi garaža i pored nje jednosoban stan, na katu je dvosoban stan od 130 s velikim dnevnim boravkom iz kojeg se izlazi u vrt gdje se nalaze voćke kažun.
Dolaskom na 2. kat ulazi se u zajedničku prostoriju iz koje se ulazi u jednosoban stan s pogledom na grad i veći stan s galerijom iz kojeg se pruža pogled prema šumi.
Kuća je zadnja u nizu, smještena na mirnoj lokaciji i okružena zelenilom.
Idealna nekretnina za veću obitelj koja se želi baviti turističkim najmom.                    ","['Kupaonica sa prozorom', 'Kuhinja', 'Kuhinja sa prozorom', 'Spremište', 'Hodnik', 'Balkon/lođa/terasa', 'Centralno', 'Klima uređaj', 'Struja', 'Plin', 'Lož ulje', 'Norveški radijatori', 'otvoren pogled', 'Sjever', 'Zapad', 'Predgrađe', 'U blizini trgovine', 'U blizini parka/šume']",6,,450 ,,,ima,nema,,u nizu,168 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/pula-valtura-poljoprivredna-zemljista-pred-urbanizaciju,"Valtura, Ližnjan",Za prodaju,Građevinsko zemljište,,,,23.000 € (170.794 kn),568 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,"PULA, VALTURA poljoprivredna zemljišta pred urbanizaciju (ID: 300041026-740)","
                        Prodaje se poljoprivredno zemljište u Valturi od 560  uz sam rub urbanizacije.
Parcela se nalazi uz cestu i pravilnog je oblika.
Struja i voda se nalazi na parceli.                    ","['Voda', 'Struja', 'Telefon', 'otvoren pogled', 'Sjever', 'Na osami', 'U mirnoj ulici', 'U blizini parka/šume']",,,,,,,,,,,,Poljoprivredno,0.00 ,508 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/vodnjan-kamena-kuca-u-centru,Vodnjan,Za prodaju,Kuća/Vikendica,5,1,2,125.000 € (928.228 kn),150 ,,1960 god.,nedovršena,autohtoni,U izradi,,ne,djelomično namještena,,,,,,ne,,ne,,ne,ne,,više od 1km,,"Vodnjan, kamena kuća u centru (ID: 300041056-132)","
                        Prodaje se kuća u nizu koja se nalazi u centru Vodnjana. Kuća se sastoji od kuhinje s blagovaonom, konobe, hodnika i kupatila u prizemlju, te dnevnog boravka, dvije spavaće sobe i hodnika na prvom katu i tavanskog prostora u potkrovlju. Kuća ima i svoje malo dvorište s kojim je povezana i štala koja uz adaptaciju može biti još jedna stambena jedinica. Kuću je potrebno obnoviti, a obnovljen je dio krova.                    ","['Kuhinja', 'Spremište', 'Hodnik', 'Struja', 'Voda', 'Komunalije', 'Klasično', 'Struja', 'Drva', 'nema otvoren pogled', 'Sjever', 'Centar', 'U blizini glavne ceste / autoputa', 'U blizini javnog prijevoza', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini crkve']",2,1,100 ,,,ima,,,u nizu,61 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/barban-ku,Barban,Za prodaju,Kuća/Vikendica,4,,1,200.000 € 180.000 € (1.336.648 kn),124 ,,2003 god.,dovršena,klasičan,U izradi,,da,namještena,,,,,,da,2,ne,,da,ne,,više od 1km,Ne,ISTRA -LIJEPA PRIZEMNA KUĆA S VELIKOM UREĐENOM OKUĆNICOM (ID: 300041070-12),"
                        Ova simpatično i funkcionalno uređena kuća nalazi se u malom mjestu u Istri nadomak grada Pule. Objekt je u potpunosti uređen s pažnjom na detalje i u tradicionalnom istarskom stilu.
Sama kuća sastoji se od 3 spavaće sobe , dnevnim boravkom, kuhinjom, kupatilom, terasom i zimskom verandom. Ima lijepo uređeno dvorište, sa vanjskom terasom natkrivenu pergolom i garažom.
Ograđena je i odvojena od susjeda u potpunosti te je kao takva u mirnom i intimnom okruženju.Kategorizirana je sa 3 zvjezdice te je uhodana za najam u turizmu sa vrlo pozitivnim komentarima posjetitelja.
Kuća je idealna za obitelj i za odmor, relaksaciju i zabavu, jer kao što ima predivan vrt za odmor ima i vanjskih događaja u neposrednoj blizini kao što je ranč ili adrenalinski park.
U samom mjestu jako je razvijen turizam, a u okolici i agroturizam gdje se mogu kušati autohtone delicije uz čašu domaćeg vina, te je kuća tako pogodna i za najam. Na samoj kući postoji mogućnost nadogradnje, vrlo povoljno jer su vlasnici upravo o tome razmišljali. Također na parceli je dozvoljena i moguća gradnja još jednog stambenog objekta kao i ugradnja bazena.                    ","['Kuhinja sa prozorom', 'Hodnik', 'Balkon/lođa/terasa', 'Struja', 'Voda', 'Plin', 'Centralno', 'Klima uređaj', 'Struja', 'Plin', 'djelomično otvoren pogled', 'Sjever', 'Jug', 'Predgrađe', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini trgovine', 'U blizini crkve', 'U blizini parka/šume']",3,1,700 ,,,nema,nema,,samostojeća,124 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/pula-prekrasna-kuca-u-centru-od-600--i-okucnicom-od-200-m,"Centar, Pula",Za prodaju,Kuća/Vikendica,21,6,3,1.245.000 € (9.245.150 kn),600 ,,1893 god.,dovršena,autohtoni,B,,da,nenamještena,,,,,,da,3,ne,,ne,ne,,više od 1km,,"PULA, PREKRASNA KUĆA U CENTRU od 600  i okućnicom od 200 m (ID: 300041067-84)","
                        Prodaje se prekrasna  kuća na tri etaže od 600  na okućnici od 200  . Kuća se sastoji od podruma, prizemlja , prvog kata i mansarde. Prizemlje se sastoji od ulaznog hola, hodnila, šest soba, spremišta i toaleta. Unutarnje stepenište vodi na kat koji se sastoji od hodnika,šest soba ,spremišta i sanitarnog čvora.Mansarda do koje vodi unutrašnje stepenište sastoji se od hodnika, šest soba, tri sanitarna čvora i spremišta. Kuća je komletno renovirana 2000 godine tako da je ostala i dalje ljepotica  iz prošlosti u novom ruhu. Svaki detalj u njoj i na njoj je djelo ruku perfekcionista koji su spojili praktičnost i ljepotu. Izuzetno je interesantna kuća za hotel i sl jer do nje se nalazi 200  okućnice na kojoj se može izgraditi objekat, još prostora za parking što je u gradu izuzetno interesantno a  i mala kućica uz zgradu je dodatan detalj za oplemenjivanje cjelokupnog prostora.                    ","['Spremište', 'Struja', 'Voda', 'Grijanje', 'Komunalije', 'Centralno', 'Klima uređaj', 'Struja', 'Nafta', 'otvoren pogled', 'Istok', 'Centar', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine']",,6,200 ,,,ima,,,samostojeća,180 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/vikendica/istrakavransimpaticna-samostojeca-vikendica,"Kavran, Marčana",Za prodaju,Kuća/Vikendica,4,,2,99.000 € (735.156 kn),64 ,,2001 god.,dovršena,moderan,U izradi,,uz manju adaptaciju,namještena,,,,,,da,4,ne,,ne,ne,,više od 1km,Da,"SNIŽENJE!!!Istra,Kavran,simpatična, samostojeća vikendica   (ID: 300041049-443)","
                        Istra,Kavran,simpatična, samostojeća vikendica  

Na prodaju je simpatična vikendica koja se nalazi u Kavranu,i to u mirnom i zelenilom okruženom dijelu, udaljenom od mora 4 km cestom.
Nekretnina ima ukupno stambenog 64  , te dodatnog roh-bau potkrovlja, i sastoji se u prizemlju od loggie 12 , kuhinje i blagovaonice, tri spavaće sobe,kupatila, a izgrađena je 2001. godine na površini zemljišta od 253.
Na okućnici se nalazi i manja ljetna kuhinja, a ispod kuće i podrum.
Vikendica je moderno namještena i kao takva se prodaje.

Tražite li rješenje za svoj ugodan odmor u miru i prirodi, ovo je nekretnina upravo za vas.
","['Kupaonica sa prozorom', 'Kuhinja sa prozorom', 'Balkon/lođa/terasa', 'nema', 'nema', 'djelomično otvoren pogled', 'Jug', 'Istok', 'Predgrađe', 'U mirnoj ulici', 'U blizini parka/šume']",3,1,189 ,12 ,,ima,nema,,samostojeća,64 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/ista-medulin-apartmanska-kuca-sa-bazenom-150m-od-mora,Medulin,Za prodaju,Kuća/Vikendica,18,2,4,1.260.000 € (9.356.537 kn),"653,94 ",,2005 god.,dovršena,moderan,B,,ne,namještaj po dogovoru,,,,,,da,13,ne,,ne,ne,,1. red,,"Ista, Medulin, apartmanska kuća sa bazenom 150m od mora (ID: 300041049-442)","
                        Ista, Medulin, apartmanska kuća sa bazenom 150m od mora

Na prodaju je stambeno-poslovna zgrada,potpuno nova i suvremeno opremljena. Izgrađena je u prvom redu kuća odmah do mora. Kraj kuće osim lijepog zimzelenog raslinja i palmi ima i bazen od 55. 
Ova vila s bazenom i preljepim pogledom na more nalazi se u turističkoj zoni gdje nema buke. Na raspolaganju je poslovni prostor od 22,49, deset dvokrevetnih soba, tri trokrevetne sobe i tri četverokrevetne sobe, kao i jedan veliki penthouse na najgornjoj etaži sa dvije spavaće sobe. Svaka soba ima svoju kupaonu sa toaletom i tuš kabinom. Sobe su opremljene satelitskom televizijom, frižiderom i individualno upravljanim klima uređajima. Sve trokrevetne i četverokrevetne sobe i dvije dvokrevetne sobe imaju mini kuhinju. U sklopu okućnice ima roštilj, bazen s ležaljkama i  parkiralište.
Ova nekretnina ima  netto 653,94 i sagrađena je na zemljištu veličine 1245, te se sastoji od četiri etaže, i to suterena, prizemlja i dva kata, sa ukupno šesnaest kategoriziranih apartmana sa tri zvjezdice.
Želite li se baviti iznajmljivanjem, ova je nekretnina zbog svoje veličine, smještaja i opremljenosti, svakako preporučljiva za razgled.                    ","['Kuhinja sa prozorom', 'Spremište', 'Hodnik', 'Balkon/lođa/terasa', 'Plin', 'Centralno', 'Plin', 'Solarni paneli', 'otvoren pogled', 'Jug', 'Zapad', 'Predgrađe', 'U mirnoj ulici', 'U blizini mora/plaže']",17,16,1.041 ,,,nema,,,samostojeća,204 ,,,,,,,,,,,,,,
